OrderDate,Region,Carrier,TransportMode,DistanceKM,ShipmentVolumeUnits,WarehouseHandlingHrs,FuelSurchargePct,DeliveryTimeHrs
2025-05-14 22:29:53.241551940,South,Carrier B,Road,1409.96,77,1.12,4.74,27.75
2025-05-15 09:25:54.443053816,West,Carrier B,Road,1846.02,59,3.66,15.24,38.78
2025-05-15 20:21:55.644555694,South,Carrier B,Road,1559.16,87,5.13,11.36,31.94
2025-05-16 07:17:56.846057572,East,Carrier B,Road,510.66,8,4.7,7.4,13.46
2025-05-16 18:13:58.047559448,North,Carrier B,Air,920.69,82,7.5,14.85,9.39
2025-05-17 05:09:59.249061326,West,Carrier C,Road,1970.29,12,4.46,5.94,37.19
2025-05-17 16:06:00.450563204,North,Carrier C,Road,1407.85,31,5.4,17.62,31.47
2025-05-18 03:02:01.652065080,North,Carrier B,Sea,62.81,78,4.87,7.52,3.51
2025-05-18 13:58:02.853566958,East,Carrier D,Sea,1914.43,34,7.67,7.4,63.61
2025-05-19 00:54:04.055068836,South,Carrier A,Sea,136.51,82,8.77,6.99,11.71
2025-05-19 11:50:05.256570712,South,Carrier B,Sea,1877.05,98,5.79,3.95,56.26
2025-05-19 22:46:06.458072590,North,Carrier D,Road,546.08,75,8.1,3.78,16.76
2025-05-20 09:42:07.659574468,West,Carrier A,Road,2397.28,76,3.67,12.37,46.08
2025-05-20 20:38:08.861076344,South,Carrier B,Air,951.45,49,5.87,16.0,9.69
2025-05-21 07:34:10.062578222,West,Carrier B,Rail,850.98,79,4.11,14.65,16.65
2025-05-21 18:30:11.264080100,South,Carrier C,Road,414.78,57,4.73,4.26,10.17
2025-05-22 05:26:12.465581976,West,Carrier A,Sea,798.73,95,7.59,10.73,34.04
2025-05-22 16:22:13.667083854,East,Carrier A,Road,2197.79,93,8.93,3.69,50.27
2025-05-23 03:18:14.868585732,West,Carrier D,Road,2491.02,26,2.09,2.72,46.64
2025-05-23 14:14:16.070087608,East,Carrier C,Rail,952.36,18,6.71,12.5,16.9
2025-05-24 01:10:17.271589486,East,Carrier C,Rail,1149.1,96,6.24,10.56,21.72
2025-05-24 12:06:18.473091364,West,Carrier C,Rail,1819.07,86,2.07,3.31,27.57
2025-05-24 23:02:19.674593240,East,Carrier C,Road,2221.18,38,2.91,2.56,44.1
2025-05-25 09:58:20.876095118,North,Carrier A,Sea,1502.96,81,3.8,17.84,48.08
2025-05-25 20:54:22.077596996,East,Carrier A,Road,1009.24,87,2.5,2.48,22.63
2025-05-26 07:50:23.279098872,South,Carrier B,Road,1060.92,88,3.19,9.11,18.94
2025-05-26 18:46:24.480600750,West,Carrier B,Sea,1754.26,50,3.41,10.07,53.99
2025-05-27 05:42:25.682102628,North,Carrier C,Sea,57.88,8,4.02,3.88,5.32
2025-05-27 16:38:26.883604504,West,Carrier C,Sea,1567.99,41,7.74,4.7,58.44
2025-05-28 03:34:28.085106382,South,Carrier C,Sea,920.96,6,6.15,7.63,32.6
2025-05-28 14:30:29.286608260,South,Carrier B,Rail,1995.78,69,9.88,14.19,37.02
2025-05-29 01:26:30.488110136,South,Carrier D,Rail,277.83,44,4.73,10.11,8.94
2025-05-29 12:22:31.689612014,East,Carrier D,Road,1491.1,64,7.78,12.21,34.88
2025-05-29 23:18:32.891113892,East,Carrier B,Road,1228.38,29,8.84,17.76,26.8
2025-05-30 10:14:34.092615768,West,Carrier B,Road,1623.7,28,7.11,14.29,37.53
2025-05-30 21:10:35.294117646,West,Carrier B,Road,208.89,11,4.71,8.95,7.82
2025-05-31 08:06:36.495619524,North,Carrier B,Air,1470.96,65,7.78,9.14,9.99
2025-05-31 19:02:37.697121400,North,Carrier B,Rail,1425.64,19,2.83,11.9,21.28
2025-06-01 05:58:38.898623278,West,Carrier B,Road,1423.62,9,3.95,12.65,27.43
2025-06-01 16:54:40.100125156,East,Carrier C,Road,1528.54,27,5.92,10.01,35.65
2025-06-02 03:50:41.301627032,South,Carrier C,Rail,1707.35,34,6.18,12.32,33.01
2025-06-02 14:46:42.503128910,West,Carrier C,Road,2022.22,44,1.2,2.38,38.89
2025-06-03 01:42:43.704630788,North,Carrier C,Sea,711.06,68,9.51,8.87,25.84
2025-06-03 12:38:44.906132664,East,Carrier B,Rail,2071.37,100,7.27,6.46,37.92
2025-06-03 23:34:46.107634542,West,Carrier D,Rail,1270.73,82,5.46,4.07,19.66
2025-06-04 10:30:47.309136420,West,Carrier A,Rail,238.79,15,9.4,3.59,11.35
2025-06-04 21:26:48.510638296,East,Carrier B,Sea,193.45,51,4.95,11.65,12.38
2025-06-05 08:22:49.712140174,West,Carrier A,Road,868.88,13,9.82,10.38,27.07
2025-06-05 19:18:50.913642052,East,Carrier D,Rail,1973.0,83,5.61,6.06,34.8
2025-06-06 06:14:52.115143928,South,Carrier C,Rail,1783.82,49,2.03,9.54,30.4
2025-06-06 17:10:53.316645806,East,Carrier D,Road,1982.11,70,7.88,9.88,45.15
2025-06-07 04:06:54.518147684,East,Carrier B,Sea,1317.31,56,7.11,5.12,40.31
2025-06-07 15:02:55.719649560,East,Carrier C,Air,1128.49,76,7.96,12.43,8.88
2025-06-08 01:58:56.921151438,West,Carrier B,Rail,411.26,51,9.56,14.49,15.35
2025-06-08 12:54:58.122653316,West,Carrier C,Sea,854.07,37,7.99,14.66,32.04
2025-06-08 23:50:59.324155192,East,Carrier A,Sea,1113.35,17,6.5,11.64,36.95
2025-06-09 10:47:00.525657070,West,Carrier A,Air,267.07,58,8.72,10.19,6.86
2025-06-09 21:43:01.727158948,North,Carrier A,Sea,590.5,87,7.06,2.98,29.21
2025-06-10 08:39:02.928660824,North,Carrier D,Rail,1515.65,90,4.67,6.61,25.47
2025-06-10 19:35:04.130162702,West,Carrier B,Rail,1852.37,29,8.97,3.49,40.61
2025-06-11 06:31:05.331664580,West,Carrier D,Rail,2495.95,33,3.0,17.42,36.14
2025-06-11 17:27:06.533166458,East,Carrier A,Air,2336.13,60,7.43,4.16,12.47
2025-06-12 04:23:07.734668334,South,Carrier B,Road,1624.28,91,8.93,4.43,38.97
2025-06-12 15:19:08.936170212,West,Carrier A,Sea,1082.06,89,7.58,16.23,36.47
2025-06-13 02:15:10.137672090,North,Carrier D,Sea,1608.63,55,7.28,17.1,52.21
2025-06-13 13:11:11.339173966,East,Carrier D,Road,1974.85,10,7.77,14.25,43.65
2025-06-14 00:07:12.540675844,West,Carrier D,Sea,339.92,47,5.19,2.09,13.04
2025-06-14 11:03:13.742177722,North,Carrier A,Road,1054.27,23,8.87,2.02,27.47
2025-06-14 21:59:14.943679598,North,Carrier B,Road,2107.52,85,2.83,8.05,35.95
2025-06-15 08:55:16.145181476,South,Carrier B,Air,990.39,21,2.15,4.29,5.24
2025-06-15 19:51:17.346683354,East,Carrier A,Road,1451.09,13,3.57,2.29,32.65
2025-06-16 06:47:18.548185230,East,Carrier B,Sea,1490.03,33,5.78,9.43,49.36
2025-06-16 17:43:19.749687108,South,Carrier A,Sea,501.97,24,5.6,17.09,24.92
2025-06-17 04:39:20.951188986,South,Carrier B,Rail,937.48,11,8.39,7.18,23.28
2025-06-17 15:35:22.152690862,East,Carrier C,Road,869.55,17,4.64,12.58,22.97
2025-06-18 02:31:23.354192740,East,Carrier C,Road,114.18,68,5.36,12.44,10.16
2025-06-18 13:27:24.555694618,West,Carrier D,Rail,109.27,47,1.12,6.02,1.0
2025-06-19 00:23:25.757196494,West,Carrier C,Sea,2087.66,25,4.69,12.41,65.27
2025-06-19 11:19:26.958698372,South,Carrier C,Rail,719.02,94,6.83,5.4,14.06
2025-06-19 22:15:28.160200250,West,Carrier C,Road,1319.29,73,1.14,3.95,22.53
2025-06-20 09:11:29.361702126,North,Carrier A,Rail,781.88,21,3.53,13.22,12.48
2025-06-20 20:07:30.563204004,West,Carrier C,Rail,2354.66,84,2.87,3.82,35.82
2025-06-21 07:03:31.764705882,West,Carrier C,Air,685.28,83,1.38,17.95,3.86
2025-06-21 17:59:32.966207758,North,Carrier D,Road,1102.66,83,5.31,4.94,26.32
2025-06-22 04:55:34.167709636,South,Carrier C,Air,2188.19,12,2.64,11.51,5.97
2025-06-22 15:51:35.369211514,North,Carrier C,Rail,2112.74,37,7.69,8.58,39.46
2025-06-23 02:47:36.570713390,West,Carrier B,Sea,505.95,42,8.63,4.02,24.81
2025-06-23 13:43:37.772215268,South,Carrier D,Road,2016.48,17,5.91,2.45,43.55
2025-06-24 00:39:38.973717146,West,Carrier D,Rail,1172.56,48,9.84,11.96,22.79
2025-06-24 11:35:40.175219022,North,Carrier D,Sea,1233.27,28,5.05,14.91,38.66
2025-06-24 22:31:41.376720900,North,Carrier D,Road,377.03,41,5.62,15.47,12.53
2025-06-25 09:27:42.578222778,West,Carrier D,Sea,247.47,99,9.9,9.72,18.59
2025-06-25 20:23:43.779724654,East,Carrier D,Rail,1833.45,47,3.08,14.44,26.35
2025-06-26 07:19:44.981226532,East,Carrier A,Road,1266.33,18,9.48,12.77,32.48
2025-06-26 18:15:46.182728410,North,Carrier C,Road,1120.28,78,1.39,13.59,18.31
2025-06-27 05:11:47.384230286,North,Carrier D,Air,1837.3,99,5.02,9.88,10.1
2025-06-27 16:07:48.585732164,East,Carrier C,Road,1925.51,71,1.63,12.13,37.17
2025-06-28 03:03:49.787234042,East,Carrier C,Rail,439.33,13,7.56,14.89,10.88
2025-06-28 13:59:50.988735918,West,Carrier A,Road,1545.05,82,6.48,8.37,31.59
2025-06-29 00:55:52.190237796,West,Carrier D,Rail,381.62,13,7.36,14.9,13.66
2025-06-29 11:51:53.391739674,East,Carrier B,Road,1890.87,100,4.37,11.47,41.77
2025-06-29 22:47:54.593241550,West,Carrier A,Sea,1659.54,31,4.33,4.65,49.33
2025-06-30 09:43:55.794743428,West,Carrier B,Sea,2393.71,2,1.41,2.39,71.53
2025-06-30 20:39:56.996245306,South,Carrier C,Sea,218.95,16,4.15,7.8,9.21
2025-07-01 07:35:58.197747182,West,Carrier C,Air,189.78,9,9.36,10.75,11.47
2025-07-01 18:31:59.399249060,North,Carrier A,Road,741.36,73,4.41,15.44,19.4
2025-07-02 05:28:00.600750938,West,Carrier A,Air,691.18,38,8.48,4.04,9.89
2025-07-02 16:24:01.802252814,West,Carrier B,Road,655.1,75,8.58,14.8,16.46
2025-07-03 03:20:03.003754692,East,Carrier D,Road,2270.32,54,4.36,15.81,47.14
2025-07-03 14:16:04.205256570,North,Carrier B,Road,661.39,56,6.69,4.41,19.82
2025-07-04 01:12:05.406758446,West,Carrier A,Rail,716.28,86,1.86,15.63,12.99
2025-07-04 12:08:06.608260324,West,Carrier B,Air,1910.53,97,1.93,17.86,5.3
2025-07-04 23:04:07.809762202,South,Carrier A,Rail,1151.86,100,1.44,13.63,15.96
2025-07-05 10:00:09.011264078,West,Carrier B,Road,1952.94,87,6.23,14.56,44.12
2025-07-05 20:56:10.212765956,West,Carrier A,Road,210.15,45,4.83,17.91,10.63
2025-07-06 07:52:11.414267834,South,Carrier A,Sea,1244.55,34,5.93,11.69,39.12
2025-07-06 18:48:12.615769710,East,Carrier A,Road,132.35,9,5.69,6.93,10.99
2025-07-07 05:44:13.817271588,West,Carrier D,Rail,203.5,88,4.15,15.4,7.35
2025-07-07 16:40:15.018773466,South,Carrier B,Road,2270.77,8,7.1,11.83,48.67
2025-07-08 03:36:16.220275342,North,Carrier B,Air,391.15,7,7.83,11.3,8.04
2025-07-08 14:32:17.421777220,East,Carrier B,Rail,1354.43,36,1.13,6.06,20.31
2025-07-09 01:28:18.623279098,North,Carrier A,Road,1057.18,18,2.87,14.1,25.1
2025-07-09 12:24:19.824780976,North,Carrier B,Road,900.99,3,7.42,3.31,26.07
2025-07-09 23:20:21.026282852,South,Carrier B,Rail,2254.59,28,4.48,16.79,38.91
2025-07-10 10:16:22.227784730,West,Carrier A,Rail,103.47,70,6.96,7.21,8.85
2025-07-10 21:12:23.429286608,South,Carrier C,Road,1676.28,44,4.12,4.04,36.56
2025-07-11 08:08:24.630788484,South,Carrier A,Sea,2410.32,21,4.52,9.08,71.55
2025-07-11 19:04:25.832290362,South,Carrier B,Road,1422.41,28,2.43,2.68,29.57
2025-07-12 06:00:27.033792240,South,Carrier A,Road,2345.22,54,3.32,12.95,45.63
2025-07-12 16:56:28.235294116,East,Carrier C,Sea,178.03,54,6.45,16.44,7.0
2025-07-13 03:52:29.436795994,West,Carrier A,Road,1076.04,65,4.9,15.4,20.97
2025-07-13 14:48:30.638297872,North,Carrier B,Rail,687.39,100,7.97,4.04,16.33
2025-07-14 01:44:31.839799748,North,Carrier C,Road,1840.51,21,8.67,4.02,43.05
2025-07-14 12:40:33.041301626,West,Carrier D,Road,2454.18,99,5.87,15.01,49.04
2025-07-14 23:36:34.242803504,North,Carrier B,Sea,678.5,13,7.82,16.79,25.91
2025-07-15 10:32:35.444305380,West,Carrier C,Road,1652.73,57,3.76,9.37,35.49
2025-07-15 21:28:36.645807258,North,Carrier C,Sea,535.34,49,4.73,9.98,18.81
2025-07-16 08:24:37.847309136,South,Carrier D,Road,1435.06,54,7.41,7.09,36.43
2025-07-16 19:20:39.048811012,North,Carrier A,Road,1186.63,10,4.48,16.31,28.61
2025-07-17 06:16:40.250312890,West,Carrier A,Road,2431.41,53,6.3,12.32,50.55
2025-07-17 17:12:41.451814768,West,Carrier B,Rail,1540.89,44,2.67,6.61,26.34
2025-07-18 04:08:42.653316644,West,Carrier D,Road,906.29,47,6.4,6.78,24.23
2025-07-18 15:04:43.854818522,West,Carrier A,Sea,329.53,53,8.75,16.26,17.63
2025-07-19 02:00:45.056320400,West,Carrier D,Rail,420.55,74,8.82,2.22,16.72
2025-07-19 12:56:46.257822276,East,Carrier A,Sea,602.03,46,7.52,7.16,26.94
2025-07-19 23:52:47.459324154,East,Carrier C,Road,664.87,13,7.71,10.87,17.7
2025-07-20 10:48:48.660826032,North,Carrier A,Sea,2134.01,37,6.02,4.37,67.33
2025-07-20 21:44:49.862327908,West,Carrier D,Air,1425.0,24,6.26,3.47,8.77
2025-07-21 08:40:51.063829786,North,Carrier C,Air,1332.31,2,2.2,15.04,6.12
2025-07-21 19:36:52.265331664,West,Carrier C,Sea,331.18,86,4.99,16.31,13.48
2025-07-22 06:32:53.466833540,West,Carrier C,Air,2157.34,81,5.06,15.18,7.06
2025-07-22 17:28:54.668335418,East,Carrier D,Rail,1820.9,100,9.63,16.38,36.01
2025-07-23 04:24:55.869837296,East,Carrier B,Road,215.79,14,4.88,10.85,11.4
2025-07-23 15:20:57.071339172,South,Carrier B,Road,1784.2,10,5.94,15.0,35.75
2025-07-24 02:16:58.272841050,East,Carrier B,Sea,1381.67,35,5.8,8.14,43.02
2025-07-24 13:12:59.474342928,South,Carrier D,Rail,250.23,25,6.73,12.66,9.16
2025-07-25 00:09:00.675844804,South,Carrier C,Air,1172.84,3,7.73,17.82,8.78
2025-07-25 11:05:01.877346682,South,Carrier B,Rail,1237.51,17,3.03,5.61,16.82
2025-07-25 22:01:03.078848560,South,Carrier D,Road,456.15,12,5.76,8.24,17.35
2025-07-26 08:57:04.280350436,South,Carrier B,Road,2366.96,54,8.43,9.68,51.18
2025-07-26 19:53:05.481852314,North,Carrier A,Rail,2132.44,24,5.17,4.21,35.02
2025-07-27 06:49:06.683354192,East,Carrier B,Road,1689.1,29,3.51,3.3,37.79
2025-07-27 17:45:07.884856068,South,Carrier B,Road,1182.62,43,6.89,15.28,29.97
2025-07-28 04:41:09.086357946,West,Carrier C,Rail,1058.83,25,8.41,17.63,22.36
2025-07-28 15:37:10.287859824,East,Carrier D,Road,1644.88,100,1.57,8.48,31.84
2025-07-29 02:33:11.489361700,East,Carrier C,Rail,1386.31,60,7.99,3.4,27.7
2025-07-29 13:29:12.690863580,South,Carrier C,Road,202.57,90,8.39,3.05,15.26
2025-07-30 00:25:13.892365456,North,Carrier C,Air,1305.63,65,5.15,16.26,6.79
2025-07-30 11:21:15.093867332,South,Carrier C,Road,2025.69,84,9.85,9.42,43.51
2025-07-30 22:17:16.295369212,North,Carrier C,Rail,1175.14,28,8.08,7.12,20.74
2025-07-31 09:13:17.496871088,West,Carrier B,Road,177.29,16,7.96,9.62,14.43
2025-07-31 20:09:18.698372964,East,Carrier C,Road,1976.38,47,7.73,7.09,41.93
2025-08-01 07:05:19.899874844,West,Carrier C,Road,543.34,81,2.36,9.82,13.71
2025-08-01 18:01:21.101376720,North,Carrier D,Rail,683.62,92,2.96,15.75,12.88
2025-08-02 04:57:22.302878596,North,Carrier A,Rail,453.53,58,5.18,11.48,10.74
2025-08-02 15:53:23.504380476,West,Carrier B,Road,859.03,76,3.38,13.11,18.42
2025-08-03 02:49:24.705882352,North,Carrier B,Rail,1904.04,27,4.74,7.83,35.42
2025-08-03 13:45:25.907384228,West,Carrier B,Sea,1322.5,53,9.0,13.82,43.6
2025-08-04 00:41:27.108886108,East,Carrier C,Air,551.96,42,8.42,12.67,8.42
2025-08-04 11:37:28.310387984,West,Carrier C,Road,2200.68,59,6.67,3.91,48.68
2025-08-04 22:33:29.511889860,East,Carrier C,Rail,2204.98,47,8.72,11.16,37.4
2025-08-05 09:29:30.713391740,West,Carrier D,Road,2182.92,94,8.05,6.11,50.64
2025-08-05 20:25:31.914893616,North,Carrier A,Road,635.05,34,4.86,14.87,18.37
2025-08-06 07:21:33.116395492,West,Carrier C,Sea,1155.54,37,2.81,8.82,36.42
2025-08-06 18:17:34.317897372,North,Carrier A,Road,2463.22,6,5.63,17.91,49.31
2025-08-07 05:13:35.519399248,West,Carrier D,Rail,1941.43,7,7.63,3.48,32.26
2025-08-07 16:09:36.720901124,West,Carrier B,Rail,116.56,96,4.93,14.49,8.15
2025-08-08 03:05:37.922403004,South,Carrier C,Air,209.75,96,7.0,12.78,13.37
2025-08-08 14:01:39.123904880,North,Carrier A,Rail,1186.63,25,1.85,14.28,19.12
2025-08-09 00:57:40.325406756,South,Carrier A,Road,2277.59,33,7.73,6.92,45.13
2025-08-09 11:53:41.526908636,North,Carrier C,Road,1369.82,55,8.31,9.87,34.23
2025-08-09 22:49:42.728410512,South,Carrier B,Rail,1269.64,58,7.36,14.74,27.39
2025-08-10 09:45:43.929912388,East,Carrier B,Road,308.41,7,9.71,5.72,13.29
2025-08-10 20:41:45.131414268,West,Carrier B,Road,1659.11,57,8.44,5.62,37.19
2025-08-11 07:37:46.332916144,North,Carrier D,Road,2064.15,12,9.13,10.82,45.01
2025-08-11 18:33:47.534418020,North,Carrier A,Road,982.03,16,9.4,10.38,26.09
2025-08-12 05:29:48.735919900,West,Carrier A,Road,1950.25,80,8.21,6.52,43.29
2025-08-12 16:25:49.937421776,North,Carrier A,Road,2412.97,43,7.07,6.77,49.05
2025-08-13 03:21:51.138923652,North,Carrier D,Rail,549.23,100,1.05,6.45,6.18
2025-08-13 14:17:52.340425532,South,Carrier A,Rail,1332.16,77,5.19,14.34,24.61
2025-08-14 01:13:53.541927408,North,Carrier D,Sea,753.49,7,6.14,12.43,27.27
2025-08-14 12:09:54.743429284,East,Carrier B,Road,1992.49,100,3.74,15.32,39.0
2025-08-14 23:05:55.944931164,East,Carrier C,Road,1465.1,51,3.86,17.61,30.68
2025-08-15 10:01:57.146433040,West,Carrier A,Road,1604.73,73,9.65,9.59,35.48
2025-08-15 20:57:58.347934916,North,Carrier A,Rail,2004.89,32,9.03,3.07,38.25
2025-08-16 07:53:59.549436796,West,Carrier B,Air,1020.13,75,8.64,2.77,9.3
2025-08-16 18:50:00.750938672,East,Carrier C,Road,2291.97,8,4.65,6.73,46.85
2025-08-17 05:46:01.952440548,North,Carrier D,Sea,1355.92,97,1.12,16.92,40.74
2025-08-17 16:42:03.153942428,North,Carrier C,Road,436.99,87,1.72,10.37,12.16
2025-08-18 03:38:04.355444304,West,Carrier B,Rail,1754.95,89,3.81,6.35,29.11
2025-08-18 14:34:05.556946180,East,Carrier B,Air,1993.49,72,1.14,8.39,6.56
2025-08-19 01:30:06.758448060,North,Carrier C,Sea,826.07,45,1.15,11.58,24.05
2025-08-19 12:26:07.959949936,West,Carrier D,Air,2150.09,86,9.25,12.45,11.95
2025-08-19 23:22:09.161451812,East,Carrier D,Sea,2270.05,59,7.36,4.46,72.01
2025-08-20 10:18:10.362953692,West,Carrier A,Road,728.42,4,3.78,17.63,18.73
2025-08-20 21:14:11.564455568,South,Carrier D,Sea,2459.63,67,2.19,10.72,73.86
2025-08-21 08:10:12.765957444,North,Carrier C,Road,394.74,29,5.6,4.17,13.08
2025-08-21 19:06:13.967459324,South,Carrier B,Sea,544.94,29,1.05,16.3,13.92
2025-08-22 06:02:15.168961200,East,Carrier A,Rail,501.35,98,9.45,3.19,17.96
2025-08-22 16:58:16.370463076,South,Carrier A,Sea,2240.27,98,4.73,16.52,66.85
2025-08-23 03:54:17.571964956,South,Carrier B,Rail,1653.02,28,4.62,17.95,26.22
2025-08-23 14:50:18.773466832,East,Carrier D,Rail,422.66,77,4.52,13.21,8.05
2025-08-24 01:46:19.974968708,West,Carrier B,Rail,1128.79,79,1.62,14.33,17.57
2025-08-24 12:42:21.176470588,South,Carrier D,Air,1557.48,87,6.74,7.4,11.81
2025-08-24 23:38:22.377972464,West,Carrier B,Road,254.49,44,7.6,17.07,10.1
2025-08-25 10:34:23.579474340,South,Carrier C,Road,2211.92,90,7.09,10.48,50.99
2025-08-25 21:30:24.780976220,West,Carrier D,Road,2018.83,4,2.25,13.72,40.95
2025-08-26 08:26:25.982478096,East,Carrier C,Road,1287.76,90,6.21,16.79,26.4
2025-08-26 19:22:27.183979972,South,Carrier A,Sea,2419.46,9,6.13,17.6,74.41
2025-08-27 06:18:28.385481852,East,Carrier B,Road,1073.51,5,8.82,15.33,26.05
2025-08-27 17:14:29.586983728,South,Carrier A,Sea,2461.07,56,4.41,6.85,76.19
2025-08-28 04:10:30.788485604,East,Carrier A,Road,1686.4,96,4.34,17.46,32.83
2025-08-28 15:06:31.989987484,East,Carrier A,Road,1604.94,84,6.57,12.05,32.18
2025-08-29 02:02:33.191489360,South,Carrier A,Air,456.59,50,6.7,16.89,6.68
2025-08-29 12:58:34.392991236,South,Carrier B,Rail,2210.72,75,5.22,12.82,39.38
2025-08-29 23:54:35.594493116,South,Carrier A,Rail,1097.35,15,4.99,6.92,20.24
2025-08-30 10:50:36.795994992,North,Carrier B,Rail,447.47,32,5.45,7.92,12.72
2025-08-30 21:46:37.997496868,West,Carrier B,Air,80.89,28,8.75,10.81,9.84
2025-08-31 08:42:39.198998748,North,Carrier C,Road,1421.4,22,5.15,14.64,27.67
2025-08-31 19:38:40.400500624,North,Carrier D,Sea,1342.13,17,9.46,7.09,45.83
2025-09-01 06:34:41.602002500,East,Carrier D,Sea,1812.42,59,5.54,11.28,57.33
2025-09-01 17:30:42.803504380,South,Carrier B,Rail,2231.13,90,9.54,7.53,40.19
2025-09-02 04:26:44.005006256,West,Carrier C,Road,244.55,71,8.5,15.05,16.69
2025-09-02 15:22:45.206508132,East,Carrier B,Rail,1842.17,57,4.26,9.47,27.88
2025-09-03 02:18:46.408010012,North,Carrier B,Road,509.16,26,8.77,3.23,16.03
2025-09-03 13:14:47.609511888,South,Carrier B,Road,2152.53,25,1.99,4.66,41.77
2025-09-04 00:10:48.811013764,East,Carrier C,Road,2056.71,10,9.33,2.98,45.34
2025-09-04 11:06:50.012515644,South,Carrier D,Rail,1374.94,45,6.68,9.99,19.96
2025-09-04 22:02:51.214017520,East,Carrier C,Sea,1790.09,83,1.49,3.7,56.89
2025-09-05 08:58:52.415519396,South,Carrier A,Air,820.16,11,6.8,3.83,5.7
2025-09-05 19:54:53.617021276,North,Carrier C,Air,1204.36,77,9.77,17.06,12.86
2025-09-06 06:50:54.818523152,West,Carrier C,Road,2063.01,53,1.63,15.96,36.38
2025-09-06 17:46:56.020025028,North,Carrier C,Road,1175.2,72,5.99,9.23,25.46
2025-09-07 04:42:57.221526908,West,Carrier C,Road,926.61,68,7.73,17.77,21.01
2025-09-07 15:38:58.423028784,South,Carrier D,Sea,1260.82,95,8.29,2.0,42.69
2025-09-08 02:34:59.624530660,East,Carrier A,Road,2079.21,28,4.72,11.82,41.11
2025-09-08 13:31:00.826032540,North,Carrier D,Sea,871.26,75,2.84,11.86,27.44
2025-09-09 00:27:02.027534416,West,Carrier D,Rail,475.72,65,1.38,9.32,7.36
2025-09-09 11:23:03.229036292,North,Carrier C,Road,1794.43,49,6.22,8.35,35.67
2025-09-09 22:19:04.430538172,West,Carrier B,Air,2073.65,47,5.08,9.29,7.11
2025-09-10 09:15:05.632040048,North,Carrier B,Rail,296.56,52,9.54,8.64,16.96
2025-09-10 20:11:06.833541924,West,Carrier D,Sea,637.69,88,1.55,13.69,22.69
2025-09-11 07:07:08.035043804,West,Carrier D,Sea,397.83,54,7.17,4.17,19.54
2025-09-11 18:03:09.236545680,South,Carrier C,Road,902.46,60,1.22,5.16,19.09
2025-09-12 04:59:10.438047556,West,Carrier D,Road,1153.36,57,2.54,4.89,28.05
2025-09-12 15:55:11.639549436,South,Carrier C,Rail,1884.62,47,5.08,6.2,33.26
2025-09-13 02:51:12.841051312,West,Carrier B,Sea,1645.31,31,5.09,10.4,53.52
2025-09-13 13:47:14.042553188,East,Carrier B,Road,1571.27,46,7.17,3.78,32.3
2025-09-14 00:43:15.244055068,East,Carrier A,Rail,913.32,26,9.19,15.89,19.79
2025-09-14 11:39:16.445556944,East,Carrier B,Rail,2111.55,5,6.75,6.76,36.84
2025-09-14 22:35:17.647058820,West,Carrier D,Air,1204.65,84,9.58,4.6,9.66
2025-09-15 09:31:18.848560700,South,Carrier B,Road,2448.81,52,8.93,12.81,51.26
2025-09-15 20:27:20.050062576,South,Carrier C,Air,1603.65,75,6.26,2.61,6.79
2025-09-16 07:23:21.251564452,West,Carrier B,Sea,359.35,54,8.5,11.92,15.64
2025-09-16 18:19:22.453066332,East,Carrier A,Road,1706.64,33,6.78,13.17,36.07
2025-09-17 05:15:23.654568208,East,Carrier B,Road,846.5,50,1.71,5.44,17.84
2025-09-17 16:11:24.856070084,South,Carrier C,Sea,1731.5,38,7.67,2.67,61.09
2025-09-18 03:07:26.057571964,East,Carrier C,Road,220.62,27,1.85,7.82,7.62
2025-09-18 14:03:27.259073840,North,Carrier D,Sea,478.46,98,6.35,3.58,21.42
2025-09-19 00:59:28.460575716,South,Carrier B,Rail,2146.56,15,7.32,3.86,34.42
2025-09-19 11:55:29.662077596,East,Carrier C,Road,606.59,96,1.6,6.07,12.89
2025-09-19 22:51:30.863579472,South,Carrier A,Sea,2100.75,61,3.08,6.73,62.95
2025-09-20 09:47:32.065081352,North,Carrier D,Road,734.23,21,9.24,10.48,23.23
2025-09-20 20:43:33.266583228,South,Carrier A,Rail,1625.06,46,6.55,12.85,28.97
2025-09-21 07:39:34.468085104,South,Carrier B,Road,1750.67,69,3.22,11.48,38.7
2025-09-21 18:35:35.669586984,South,Carrier B,Rail,1306.0,6,7.22,4.37,25.99
2025-09-22 05:31:36.871088860,South,Carrier B,Road,798.01,38,6.37,4.75,21.21
2025-09-22 16:27:38.072590736,North,Carrier D,Road,570.98,62,5.51,16.06,11.58
2025-09-23 03:23:39.274092616,West,Carrier C,Sea,131.31,86,9.79,10.93,13.3
2025-09-23 14:19:40.475594492,South,Carrier D,Road,794.67,62,7.15,15.92,24.13
2025-09-24 01:15:41.677096368,South,Carrier A,Rail,1650.25,82,4.38,7.94,29.18
2025-09-24 12:11:42.878598248,East,Carrier D,Road,2348.85,78,8.2,11.83,46.16
2025-09-24 23:07:44.080100124,South,Carrier A,Air,2184.45,74,8.96,10.38,11.33
2025-09-25 10:03:45.281602000,East,Carrier D,Road,1926.86,46,2.13,7.11,40.97
2025-09-25 20:59:46.483103880,West,Carrier C,Sea,1981.7,13,2.8,9.52,59.09
